wall_time,ros_time_sec,camera,camera_topic,frame_id,image_file,class_name,confidence,left,top,right,bottom,center_x,center_y,width,height
2026-06-17_21-20-59-612295,1781724057.4976223,left,/camera_left/image_raw,camera_left_optical_link,/home/rocket/gr4_ws/yolo_detection_logs/left_20260617_212051/images/left_frame_000010_2026-06-17_21-20-59-612295.jpg,,,,,,,,,,
2026-06-17_21-21-07-292252,1781724065.1251218,left,/camera_left/image_raw,camera_left_optical_link,/home/rocket/gr4_ws/yolo_detection_logs/left_20260617_212051/images/left_frame_000020_2026-06-17_21-21-07-292252.jpg,,,,,,,,,,
2026-06-17_21-21-15-293663,1781724073.1923862,left,/camera_left/image_raw,camera_left_optical_link,/home/rocket/gr4_ws/yolo_detection_logs/left_20260617_212051/images/left_frame_000030_2026-06-17_21-21-15-293663.jpg,,,,,,,,,,
2026-06-17_21-21-23-300538,1781724081.0350478,left,/camera_left/image_raw,camera_left_optical_link,/home/rocket/gr4_ws/yolo_detection_logs/left_20260617_212051/images/left_frame_000040_2026-06-17_21-21-23-300538.jpg,,,,,,,,,,
2026-06-17_21-21-31-055309,1781724088.8993502,left,/camera_left/image_raw,camera_left_optical_link,/home/rocket/gr4_ws/yolo_detection_logs/left_20260617_212051/images/left_frame_000050_2026-06-17_21-21-31-055309.jpg,,,,,,,,,,
2026-06-17_21-21-38-805433,1781724096.721209,left,/camera_left/image_raw,camera_left_optical_link,/home/rocket/gr4_ws/yolo_detection_logs/left_20260617_212051/images/left_frame_000060_2026-06-17_21-21-38-805433.jpg,,,,,,,,,,
2026-06-17_21-21-46-580786,1781724104.4089556,left,/camera_left/image_raw,camera_left_optical_link,/home/rocket/gr4_ws/yolo_detection_logs/left_20260617_212051/images/left_frame_000070_2026-06-17_21-21-46-580786.jpg,,,,,,,,,,
2026-06-17_21-21-54-251827,1781724112.255067,left,/camera_left/image_raw,camera_left_optical_link,/home/rocket/gr4_ws/yolo_detection_logs/left_20260617_212051/images/left_frame_000080_2026-06-17_21-21-54-251827.jpg,,,,,,,,,,
2026-06-17_21-22-02-055512,1781724119.8840628,left,/camera_left/image_raw,camera_left_optical_link,/home/rocket/gr4_ws/yolo_detection_logs/left_20260617_212051/images/left_frame_000090_2026-06-17_21-22-02-055512.jpg,,,,,,,,,,
2026-06-17_21-22-10-600766,1781724128.308644,left,/camera_left/image_raw,camera_left_optical_link,/home/rocket/gr4_ws/yolo_detection_logs/left_20260617_212051/images/left_frame_000100_2026-06-17_21-22-10-600766.jpg,,,,,,,,,,
